;NDX Index;;MXIM UW Equity;;DISH UW Equity;;AMZN UW Equity;;CSCO UW Equity;;INTC UW Equity;;MSFT UW Equity;;EBAY UW Equity;;ADBE UW Equity;;AMGN UW Equity;;AAPL UW Equity;;CTAS UW Equity;;CMCSA UW Equity;;KLAC UW Equity;;PCAR UW Equity;;COST UW Equity;;AMAT UW Equity;;EA UW Equity;;FI UW Equity;;BIIB UW Equity;;PAYX UW Equity;;QCOM UW Equity;;SBUX UW Equity;;XLNX UW Equity;;INTU UW Equity;;MCHP UW Equity;;CHKP UW Equity;;CTXS UW Equity
24/11/2014;4284,32;02/12/2015;38,69;24/11/2014;75,75;24/11/2014;16,78;24/11/2014;27,03;24/11/2014;36,25;24/11/2014;47,59;24/11/2014;22,89;24/11/2014;71,23;24/11/2014;164,18;24/11/2014;29,66;24/11/2014;18,22;24/11/2014;27,51;24/11/2014;83,71;24/11/2014;44,89;24/11/2014;139,80;24/11/2014;23,24;24/11/2014;43,60;24/11/2014;35,32;26/11/2014;280,86;24/11/2014;47,43;24/11/2014;71,70;24/11/2014;40,26;24/11/2014;44,67;24/11/2014;92,67;24/11/2014;22,03;24/11/2014;76,74;24/11/2014;52,07
25/11/2014;4288,23;03/12/2015;36,94;25/11/2014;76,04;25/11/2014;16,75;25/11/2014;27,28;25/11/2014;36,32;25/11/2014;47,47;25/11/2014;22,90;25/11/2014;72,00;25/11/2014;162,24;25/11/2014;29,40;25/11/2014;18,27;25/11/2014;28,31;25/11/2014;84,18;25/11/2014;45,29;25/11/2014;138,87;25/11/2014;23,23;25/11/2014;44,01;25/11/2014;35,25;28/11/2014;283,41;25/11/2014;47,39;25/11/2014;72,27;25/11/2014;40,11;25/11/2014;44,39;25/11/2014;92,66;25/11/2014;22,06;25/11/2014;76,82;25/11/2014;52,44
26/11/2014;4317,99;04/12/2015;38,15;26/11/2014;77,93;26/11/2014;16,68;26/11/2014;27,43;26/11/2014;36,90;26/11/2014;47,75;26/11/2014;22,97;26/11/2014;72,98;26/11/2014;164,72;26/11/2014;29,75;26/11/2014;18,26;26/11/2014;28,43;26/11/2014;67,34;26/11/2014;44,91;26/11/2014;139,75;26/11/2014;23,87;26/11/2014;43,68;26/11/2014;35,45;01/12/2014;284,10;26/11/2014;47,35;26/11/2014;72,26;26/11/2014;39,85;26/11/2014;45,49;26/11/2014;92,24;26/11/2014;22,53;26/11/2014;76,81;26/11/2014;52,42
28/11/2014;4337,79;07/12/2015;37,66;28/11/2014;79,09;28/11/2014;16,93;28/11/2014;27,64;28/11/2014;37,25;28/11/2014;47,81;28/11/2014;23,10;28/11/2014;73,68;28/11/2014;165,31;28/11/2014;29,73;28/11/2014;18,29;28/11/2014;28,52;28/11/2014;69,44;28/11/2014;44,68;28/11/2014;142,12;28/11/2014;24,05;28/11/2014;43,93;28/11/2014;35,75;02/12/2014;302,37;28/11/2014;47,41;28/11/2014;72,90;28/11/2014;40,61;28/11/2014;45,44;28/11/2014;93,87;28/11/2014;22,58;28/11/2014;77,31;28/11/2014;52,80
01/12/2014;4287,81;08/12/2015;36,60;01/12/2014;76,83;01/12/2014;16,30;01/12/2014;27,59;01/12/2014;37,17;01/12/2014;48,62;01/12/2014;23,09;01/12/2014;73,75;01/12/2014;166,41;01/12/2014;28,77;01/12/2014;17,95;01/12/2014;28,30;01/12/2014;68,86;01/12/2014;44,99;01/12/2014;141,98;01/12/2014;23,74;01/12/2014;43,15;01/12/2014;35,61;03/12/2014;319,94;01/12/2014;47,30;01/12/2014;71,79;01/12/2014;40,43;01/12/2014;45,29;01/12/2014;94,12;01/12/2014;22,37;01/12/2014;76,59;01/12/2014;52,58
02/12/2014;4305,96;09/12/2015;37,11;02/12/2014;74,97;02/12/2014;16,32;02/12/2014;27,82;02/12/2014;37,60;02/12/2014;48,46;02/12/2014;23,16;02/12/2014;73,47;02/12/2014;169,28;02/12/2014;28,66;02/12/2014;18,10;02/12/2014;28,51;02/12/2014;68,84;02/12/2014;45,49;02/12/2014;143,06;02/12/2014;23,87;02/12/2014;43,63;02/12/2014;35,63;04/12/2014;314,26;02/12/2014;47,41;02/12/2014;73,32;02/12/2014;40,19;02/12/2014;45,81;02/12/2014;93,33;02/12/2014;22,33;02/12/2014;76,62;02/12/2014;52,71
03/12/2014;4312,93;10/12/2015;37,87;03/12/2014;74,12;03/12/2014;15,83;03/12/2014;27,95;03/12/2014;37,43;03/12/2014;48,08;03/12/2014;23,07;03/12/2014;73,18;03/12/2014;168,07;03/12/2014;28,98;03/12/2014;18,28;03/12/2014;28,57;03/12/2014;71,02;03/12/2014;47,17;03/12/2014;142,69;03/12/2014;24,59;03/12/2014;45,99;03/12/2014;35,74;05/12/2014;313,98;03/12/2014;47,38;03/12/2014;74,37;03/12/2014;40,24;03/12/2014;46,85;03/12/2014;93,70;03/12/2014;23,30;03/12/2014;76,86;03/12/2014;52,05
04/12/2014;4311,93;11/12/2015;37,79;04/12/2014;72,64;04/12/2014;15,85;04/12/2014;27,77;04/12/2014;37,46;04/12/2014;48,84;04/12/2014;23,01;04/12/2014;73,03;04/12/2014;166,55;04/12/2014;28,87;04/12/2014;18,21;04/12/2014;28,19;04/12/2014;70,33;04/12/2014;46,82;04/12/2014;143,02;04/12/2014;24,40;04/12/2014;46,49;04/12/2014;35,45;08/12/2014;316,91;04/12/2014;47,33;04/12/2014;73,34;04/12/2014;40,66;04/12/2014;46,91;04/12/2014;93,87;04/12/2014;23,01;04/12/2014;76,93;04/12/2014;52,38
05/12/2014;4311,57;14/12/2015;38,06;05/12/2014;72,91;05/12/2014;15,63;05/12/2014;27,50;05/12/2014;37,67;05/12/2014;48,42;05/12/2014;23,07;05/12/2014;72,40;05/12/2014;169,24;05/12/2014;28,75;05/12/2014;18,26;05/12/2014;28,17;05/12/2014;70,66;05/12/2014;46,83;05/12/2014;143,25;05/12/2014;25,04;05/12/2014;46,66;05/12/2014;35,69;09/12/2014;320,18;05/12/2014;47,40;05/12/2014;73,37;05/12/2014;41,79;05/12/2014;47,16;05/12/2014;93,68;05/12/2014;23,15;05/12/2014;77,41;05/12/2014;52,73
08/12/2014;4278,34;15/12/2015;38,29;08/12/2014;71,50;08/12/2014;15,33;08/12/2014;27,23;08/12/2014;37,20;08/12/2014;47,70;08/12/2014;23,21;08/12/2014;72,05;08/12/2014;171,64;08/12/2014;28,10;08/12/2014;18,25;08/12/2014;28,18;08/12/2014;69,56;08/12/2014;46,41;08/12/2014;142,33;08/12/2014;24,24;08/12/2014;46,01;08/12/2014;35,40;10/12/2014;316,48;08/12/2014;47,11;08/12/2014;72,61;08/12/2014;41,90;08/12/2014;46,90;08/12/2014;93,36;08/12/2014;22,64;08/12/2014;77,54;08/12/2014;51,04
09/12/2014;4294,67;16/12/2015;38,33;09/12/2014;71,16;09/12/2014;15,63;09/12/2014;27,42;09/12/2014;36,89;09/12/2014;47,59;09/12/2014;23,32;09/12/2014;71,57;09/12/2014;169,39;09/12/2014;28,53;09/12/2014;18,35;09/12/2014;28,10;09/12/2014;69,88;09/12/2014;47,01;09/12/2014;143,04;09/12/2014;24,42;09/12/2014;45,58;09/12/2014;35,24;11/12/2014;315,32;09/12/2014;46,71;09/12/2014;73,01;09/12/2014;41,52;09/12/2014;47,20;09/12/2014;92,72;09/12/2014;22,71;09/12/2014;77,47;09/12/2014;51,19
10/12/2014;4224,87;17/12/2015;37,59;10/12/2014;70,28;10/12/2014;15,29;10/12/2014;26,87;10/12/2014;36,42;10/12/2014;46,90;10/12/2014;23,26;10/12/2014;69,85;10/12/2014;165,39;10/12/2014;27,99;10/12/2014;17,97;10/12/2014;27,79;10/12/2014;69,13;10/12/2014;45,54;10/12/2014;140,25;10/12/2014;23,78;10/12/2014;44,76;10/12/2014;34,72;12/12/2014;317,31;10/12/2014;46,61;10/12/2014;71,50;10/12/2014;41,33;10/12/2014;46,40;10/12/2014;92,56;10/12/2014;22,24;10/12/2014;77,24;10/12/2014;49,89
11/12/2014;4246,48;18/12/2015;37,24;11/12/2014;70,33;11/12/2014;15,37;11/12/2014;26,99;11/12/2014;36,70;11/12/2014;47,17;11/12/2014;23,90;11/12/2014;69,74;11/12/2014;166,08;11/12/2014;27,91;11/12/2014;18,20;11/12/2014;27,95;11/12/2014;69,15;11/12/2014;46,30;11/12/2014;141,41;11/12/2014;23,79;11/12/2014;45,12;11/12/2014;34,97;15/12/2014;309,31;11/12/2014;46,87;11/12/2014;71,99;11/12/2014;41,56;11/12/2014;46,04;11/12/2014;93,37;11/12/2014;22,35;11/12/2014;77,75;11/12/2014;49,62
12/12/2014;4199,28;21/12/2015;37,66;12/12/2014;70,55;12/12/2014;15,37;12/12/2014;26,86;12/12/2014;36,23;12/12/2014;46,95;12/12/2014;23,47;12/12/2014;76,02;12/12/2014;164,53;12/12/2014;27,43;12/12/2014;17,76;12/12/2014;27,68;12/12/2014;68,63;12/12/2014;45,13;12/12/2014;137,88;12/12/2014;23,66;12/12/2014;44,90;12/12/2014;34,18;16/12/2014;299,48;12/12/2014;46,10;12/12/2014;70,59;12/12/2014;41,63;12/12/2014;45,16;12/12/2014;92,17;12/12/2014;21,85;12/12/2014;76,68;12/12/2014;47,78
15/12/2014;4157,41;22/12/2015;37,31;15/12/2014;69,77;15/12/2014;15,30;15/12/2014;26,68;15/12/2014;35,92;15/12/2014;46,67;15/12/2014;23,33;15/12/2014;73,04;15/12/2014;159,60;15/12/2014;27,06;15/12/2014;17,88;15/12/2014;27,47;15/12/2014;67,36;15/12/2014;45,01;15/12/2014;138,19;15/12/2014;23,39;15/12/2014;45,45;15/12/2014;34,49;17/12/2014;306,63;15/12/2014;46,51;15/12/2014;70,37;15/12/2014;40,45;15/12/2014;44,16;15/12/2014;92,67;15/12/2014;21,57;15/12/2014;76,59;15/12/2014;48,00
16/12/2014;4089,60;23/12/2015;37,59;16/12/2014;68,21;16/12/2014;14,75;16/12/2014;26,59;16/12/2014;35,56;16/12/2014;45,16;16/12/2014;23,54;16/12/2014;72,32;16/12/2014;159,44;16/12/2014;26,69;16/12/2014;17,88;16/12/2014;27,41;16/12/2014;66,72;16/12/2014;45,15;16/12/2014;137,31;16/12/2014;23,85;16/12/2014;45,45;16/12/2014;34,38;18/12/2014;325,79;16/12/2014;46,43;16/12/2014;70,31;16/12/2014;39,57;16/12/2014;43,71;16/12/2014;92,11;16/12/2014;21,55;16/12/2014;75,37;16/12/2014;47,51
17/12/2014;4165,10;24/12/2015;37,87;17/12/2014;69,44;17/12/2014;14,94;17/12/2014;26,81;17/12/2014;36,24;17/12/2014;45,74;17/12/2014;23,74;17/12/2014;74,00;17/12/2014;163,48;17/12/2014;27,35;17/12/2014;18,21;17/12/2014;27,67;17/12/2014;67,75;17/12/2014;45,33;17/12/2014;139,33;17/12/2014;24,46;17/12/2014;46,06;17/12/2014;35,03;19/12/2014;332,21;17/12/2014;47,18;17/12/2014;72,21;17/12/2014;40,22;17/12/2014;43,42;17/12/2014;92,88;17/12/2014;21,86;17/12/2014;77,11;17/12/2014;48,76
18/12/2014;4267,77;28/12/2015;37,84;18/12/2014;72,10;18/12/2014;14,89;18/12/2014;27,65;18/12/2014;37,02;18/12/2014;47,52;18/12/2014;24,21;18/12/2014;74,89;18/12/2014;168,48;18/12/2014;28,16;18/12/2014;18,62;18/12/2014;28,15;18/12/2014;69,58;18/12/2014;46,36;18/12/2014;141,56;18/12/2014;25,01;18/12/2014;47,24;18/12/2014;35,85;22/12/2014;324,50;18/12/2014;47,75;18/12/2014;73,36;18/12/2014;40,02;18/12/2014;43,71;18/12/2014;94,48;18/12/2014;22,58;18/12/2014;78,29;18/12/2014;50,40
19/12/2014;4281,78;29/12/2015;38,79;19/12/2014;72,32;19/12/2014;15,00;19/12/2014;27,77;19/12/2014;36,37;19/12/2014;47,66;19/12/2014;24,05;19/12/2014;74,45;19/12/2014;170,17;19/12/2014;27,95;19/12/2014;19,81;19/12/2014;28,59;19/12/2014;69,72;19/12/2014;46,16;19/12/2014;141,77;19/12/2014;24,89;19/12/2014;47,46;19/12/2014;35,66;23/12/2014;309,27;19/12/2014;46,30;19/12/2014;73,43;19/12/2014;39,72;19/12/2014;43,01;19/12/2014;93,92;19/12/2014;22,64;19/12/2014;78,33;19/12/2014;50,27
22/12/2014;4293,67;30/12/2015;38,41;22/12/2014;71,65;22/12/2014;15,33;22/12/2014;28,22;22/12/2014;37,21;22/12/2014;47,98;22/12/2014;24,13;22/12/2014;74,50;22/12/2014;164,53;22/12/2014;28,24;22/12/2014;19,91;22/12/2014;28,61;22/12/2014;72,16;22/12/2014;46,13;22/12/2014;143,21;22/12/2014;25,40;22/12/2014;47,85;22/12/2014;36,19;24/12/2014;313,99;22/12/2014;47,03;22/12/2014;74,56;22/12/2014;40,27;22/12/2014;43,87;22/12/2014;94,69;22/12/2014;22,82;22/12/2014;79,80;22/12/2014;50,64
23/12/2014;4279,30;31/12/2015;38,00;23/12/2014;71,80;23/12/2014;15,31;23/12/2014;28,25;23/12/2014;37,43;23/12/2014;48,45;23/12/2014;24,08;23/12/2014;74,38;23/12/2014;157,52;23/12/2014;28,14;23/12/2014;19,91;23/12/2014;28,95;23/12/2014;72,63;23/12/2014;46,30;23/12/2014;144,15;23/12/2014;25,40;23/12/2014;47,84;23/12/2014;36,51;26/12/2014;315,39;23/12/2014;47,37;23/12/2014;74,60;23/12/2014;40,72;23/12/2014;43,91;23/12/2014;95,15;23/12/2014;22,90;23/12/2014;79,93;23/12/2014;51,50
24/12/2014;4283,10;04/01/2016;36,67;24/12/2014;72,34;24/12/2014;15,15;24/12/2014;28,30;24/12/2014;37,44;24/12/2014;48,14;24/12/2014;24,03;24/12/2014;74,74;24/12/2014;160,67;24/12/2014;28,00;24/12/2014;19,97;24/12/2014;29,04;24/12/2014;72,02;24/12/2014;46,28;24/12/2014;143,65;24/12/2014;25,25;24/12/2014;48,06;24/12/2014;36,33;29/12/2014;316,33;24/12/2014;47,06;24/12/2014;74,66;24/12/2014;40,64;24/12/2014;44,09;24/12/2014;94,59;24/12/2014;22,92;24/12/2014;80,44;24/12/2014;51,34
26/12/2014;4314,09;05/01/2016;36,23;26/12/2014;72,42;26/12/2014;15,46;26/12/2014;28,35;26/12/2014;37,55;26/12/2014;47,88;26/12/2014;24,01;26/12/2014;74,67;26/12/2014;163,46;26/12/2014;28,50;26/12/2014;19,96;26/12/2014;29,19;26/12/2014;71,85;26/12/2014;46,09;26/12/2014;143,44;26/12/2014;25,19;26/12/2014;48,33;26/12/2014;36,27;30/12/2014;315,19;26/12/2014;47,19;26/12/2014;75,62;26/12/2014;40,92;26/12/2014;43,92;26/12/2014;94,19;26/12/2014;22,86;26/12/2014;80,06;26/12/2014;51,46
29/12/2014;4312,64;06/01/2016;35,18;29/12/2014;72,78;29/12/2014;15,60;29/12/2014;28,46;29/12/2014;37,18;29/12/2014;47,45;29/12/2014;24,00;29/12/2014;74,13;29/12/2014;162,85;29/12/2014;28,48;29/12/2014;19,89;29/12/2014;29,44;29/12/2014;71,64;29/12/2014;46,40;29/12/2014;143,34;29/12/2014;25,31;29/12/2014;47,59;29/12/2014;36,17;31/12/2014;312,67;29/12/2014;47,05;29/12/2014;74,99;29/12/2014;41,19;29/12/2014;43,79;29/12/2014;93,76;29/12/2014;22,76;29/12/2014;79,61;29/12/2014;51,65
30/12/2014;4282,35;07/01/2016;34,26;30/12/2014;73,01;30/12/2014;15,52;30/12/2014;28,36;30/12/2014;36,76;30/12/2014;47,02;30/12/2014;24,08;30/12/2014;73,09;30/12/2014;160,63;30/12/2014;28,13;30/12/2014;19,76;30/12/2014;29,44;30/12/2014;71,19;30/12/2014;45,87;30/12/2014;143,49;30/12/2014;25,22;30/12/2014;47,38;30/12/2014;36,00;02/01/2015;315,03;30/12/2014;46,86;30/12/2014;75,02;30/12/2014;40,90;30/12/2014;43,55;30/12/2014;93,11;30/12/2014;22,61;30/12/2014;79,11;30/12/2014;51,23
31/12/2014;4236,28;08/01/2016;32,33;31/12/2014;72,60;31/12/2014;15,52;31/12/2014;27,82;31/12/2014;36,29;31/12/2014;46,45;31/12/2014;23,62;31/12/2014;72,70;31/12/2014;159,29;31/12/2014;27,60;31/12/2014;19,61;31/12/2014;29,01;31/12/2014;70,32;31/12/2014;45,34;31/12/2014;141,75;31/12/2014;24,92;31/12/2014;47,02;31/12/2014;35,49;05/01/2015;310,17;31/12/2014;46,17;31/12/2014;74,33;31/12/2014;41,03;31/12/2014;43,29;31/12/2014;92,19;31/12/2014;22,56;31/12/2014;78,57;31/12/2014;50,80
02/01/2015;4230,24;11/01/2016;33,06;02/01/2015;71,98;02/01/2015;15,43;02/01/2015;27,61;02/01/2015;36,36;02/01/2015;46,76;02/01/2015;23,66;02/01/2015;72,34;02/01/2015;159,89;02/01/2015;27,33;02/01/2015;19,61;02/01/2015;28,68;02/01/2015;70,29;02/01/2015;45,43;02/01/2015;141,61;02/01/2015;24,96;02/01/2015;46,87;02/01/2015;35,31;06/01/2015;308,25;02/01/2015;46,24;02/01/2015;74,28;02/01/2015;40,72;02/01/2015;43,60;02/01/2015;91,21;02/01/2015;22,44;02/01/2015;78,46;02/01/2015;50,55
05/01/2015;4160,96;12/01/2016;33,15;05/01/2015;70,16;05/01/2015;15,11;05/01/2015;27,06;05/01/2015;35,95;05/01/2015;46,33;05/01/2015;23,46;05/01/2015;71,98;05/01/2015;157,99;05/01/2015;26,56;05/01/2015;19,26;05/01/2015;27,98;05/01/2015;68,72;05/01/2015;43,91;05/01/2015;140,00;05/01/2015;24,16;05/01/2015;46,57;05/01/2015;34,91;07/01/2015;325,37;05/01/2015;46,32;05/01/2015;73,93;05/01/2015;39,94;05/01/2015;42,80;05/01/2015;90,85;05/01/2015;21,94;05/01/2015;78,01;05/01/2015;49,43
06/01/2015;4110,83;13/01/2016;32,11;06/01/2015;68,40;06/01/2015;14,77;06/01/2015;27,05;06/01/2015;35,28;06/01/2015;45,65;06/01/2015;23,16;06/01/2015;70,53;06/01/2015;152,90;06/01/2015;26,57;06/01/2015;19,22;06/01/2015;27,62;06/01/2015;66,69;06/01/2015;43,97;06/01/2015;141,85;06/01/2015;23,25;06/01/2015;45,96;06/01/2015;34,95;08/01/2015;322,62;06/01/2015;45,99;06/01/2015;72,88;06/01/2015;39,62;06/01/2015;42,18;06/01/2015;88,06;06/01/2015;21,51;06/01/2015;77,95;06/01/2015;48,04
07/01/2015;4160,00;14/01/2016;32,31;07/01/2015;68,19;07/01/2015;14,92;07/01/2015;27,30;07/01/2015;36,02;07/01/2015;46,23;07/01/2015;23,12;07/01/2015;71,11;07/01/2015;158,24;07/01/2015;26,94;07/01/2015;19,12;07/01/2015;27,59;07/01/2015;67,80;07/01/2015;44,55;07/01/2015;144,32;07/01/2015;23,47;07/01/2015;46,81;07/01/2015;35,42;09/01/2015;315,33;07/01/2015;46,83;07/01/2015;73,73;07/01/2015;40,59;07/01/2015;42,20;07/01/2015;88,67;07/01/2015;21,63;07/01/2015;78,59;07/01/2015;48,76
08/01/2015;4240,55;15/01/2016;31,99;08/01/2015;69,94;08/01/2015;15,02;08/01/2015;27,51;08/01/2015;36,69;08/01/2015;47,59;08/01/2015;23,74;08/01/2015;72,92;08/01/2015;157,67;08/01/2015;27,97;08/01/2015;19,43;08/01/2015;28,19;08/01/2015;68,93;08/01/2015;45,14;08/01/2015;145,56;08/01/2015;24,22;08/01/2015;48,13;08/01/2015;36,14;12/01/2015;320,40;08/01/2015;47,56;08/01/2015;74,51;08/01/2015;41,25;08/01/2015;43,14;08/01/2015;89,86;08/01/2015;22,32;08/01/2015;80,53;08/01/2015;48,98
09/01/2015;4213,28;19/01/2016;31,07;09/01/2015;71,50;09/01/2015;14,85;09/01/2015;27,79;09/01/2015;36,76;09/01/2015;47,19;09/01/2015;23,41;09/01/2015;71,84;09/01/2015;155,73;09/01/2015;28,00;09/01/2015;19,28;09/01/2015;28,15;09/01/2015;69,17;09/01/2015;43,49;09/01/2015;143,32;09/01/2015;24,24;09/01/2015;47,51;09/01/2015;36,04;13/01/2015;324,91;09/01/2015;47,14;09/01/2015;74,42;09/01/2015;39,90;09/01/2015;43,10;09/01/2015;87,97;09/01/2015;22,26;09/01/2015;80,58;09/01/2015;48,66
12/01/2015;4169,97;20/01/2016;31,16;12/01/2015;71,00;12/01/2015;14,57;12/01/2015;28,05;12/01/2015;36,60;12/01/2015;46,60;12/01/2015;23,23;12/01/2015;71,12;12/01/2015;156,22;12/01/2015;27,31;12/01/2015;19,16;12/01/2015;28,09;12/01/2015;67,09;12/01/2015;43,89;12/01/2015;142,52;12/01/2015;23,66;12/01/2015;47,06;12/01/2015;35,99;14/01/2015;321,23;12/01/2015;47,08;12/01/2015;73,57;12/01/2015;40,12;12/01/2015;42,47;12/01/2015;86,72;12/01/2015;22,02;12/01/2015;80,68;12/01/2015;48,69
13/01/2015;4166,20;21/01/2016;31,03;13/01/2015;71,48;13/01/2015;14,74;13/01/2015;28,10;13/01/2015;36,50;13/01/2015;46,36;13/01/2015;23,20;13/01/2015;70,59;13/01/2015;155,14;13/01/2015;27,56;13/01/2015;19,38;13/01/2015;28,42;13/01/2015;65,99;13/01/2015;43,57;13/01/2015;141,09;13/01/2015;23,33;13/01/2015;46,42;13/01/2015;36,11;15/01/2015;313,06;13/01/2015;47,08;13/01/2015;72,97;13/01/2015;40,44;13/01/2015;41,85;13/01/2015;86,31;13/01/2015;21,99;13/01/2015;79,47;13/01/2015;46,89
14/01/2015;4145,84;22/01/2016;32,19;14/01/2015;70,16;14/01/2015;14,66;14/01/2015;27,92;14/01/2015;36,35;14/01/2015;45,96;14/01/2015;22,74;14/01/2015;69,99;14/01/2015;155,16;14/01/2015;27,45;14/01/2015;19,39;14/01/2015;27,91;14/01/2015;65,55;14/01/2015;43,17;14/01/2015;139,31;14/01/2015;23,02;14/01/2015;46,90;14/01/2015;35,90;16/01/2015;324,92;14/01/2015;47,14;14/01/2015;72,22;14/01/2015;40,21;14/01/2015;41,37;14/01/2015;86,23;14/01/2015;22,51;14/01/2015;79,66;14/01/2015;45,81
15/01/2015;4089,65;25/01/2016;31,63;15/01/2015;69,91;15/01/2015;14,35;15/01/2015;27,41;15/01/2015;36,19;15/01/2015;45,48;15/01/2015;22,31;15/01/2015;70,29;15/01/2015;151,92;15/01/2015;26,71;15/01/2015;19,42;15/01/2015;28,00;15/01/2015;66,87;15/01/2015;42,24;15/01/2015;139,31;15/01/2015;23,33;15/01/2015;46,64;15/01/2015;35,86;20/01/2015;334,62;15/01/2015;47,08;15/01/2015;71,38;15/01/2015;39,79;15/01/2015;41,04;15/01/2015;85,08;15/01/2015;22,23;15/01/2015;79,00;15/01/2015;45,37
16/01/2015;4142,14;26/01/2016;32,37;16/01/2015;71,56;16/01/2015;14,54;16/01/2015;27,68;16/01/2015;36,45;16/01/2015;46,24;16/01/2015;22,58;16/01/2015;71,73;16/01/2015;158,43;16/01/2015;26,50;16/01/2015;19,73;16/01/2015;28,39;16/01/2015;67,84;16/01/2015;43,00;16/01/2015;139,72;16/01/2015;23,47;16/01/2015;48,09;16/01/2015;36,52;21/01/2015;333,28;16/01/2015;47,30;16/01/2015;71,29;16/01/2015;40,31;16/01/2015;41,22;16/01/2015;86,42;16/01/2015;22,42;16/01/2015;80,81;16/01/2015;46,49
20/01/2015;4171,21;27/01/2016;32,05;20/01/2015;70,40;20/01/2015;14,47;20/01/2015;28,07;20/01/2015;36,09;20/01/2015;46,39;20/01/2015;22,59;20/01/2015;71,49;20/01/2015;157,60;20/01/2015;27,18;20/01/2015;19,70;20/01/2015;27,91;20/01/2015;68,91;20/01/2015;42,99;20/01/2015;139,38;20/01/2015;23,63;20/01/2015;47,81;20/01/2015;36,58;22/01/2015;325,75;20/01/2015;47,54;20/01/2015;72,48;20/01/2015;40,61;20/01/2015;41,06;20/01/2015;87,42;20/01/2015;22,63;20/01/2015;80,19;20/01/2015;46,96
21/01/2015;4192,09;28/01/2016;32,23;21/01/2015;71,59;21/01/2015;14,86;21/01/2015;27,84;21/01/2015;36,48;21/01/2015;45,92;21/01/2015;22,47;21/01/2015;71,54;21/01/2015;157,38;21/01/2015;27,39;21/01/2015;19,86;21/01/2015;27,89;21/01/2015;69,41;21/01/2015;43,40;21/01/2015;139,14;21/01/2015;24,32;21/01/2015;48,07;21/01/2015;36,21;23/01/2015;329,32;21/01/2015;47,35;21/01/2015;71,59;21/01/2015;40,65;21/01/2015;41,51;21/01/2015;86,40;21/01/2015;23,09;21/01/2015;80,67;21/01/2015;46,85
22/01/2015;4270,36;29/01/2016;33,40;22/01/2015;74,02;22/01/2015;15,52;22/01/2015;28,50;22/01/2015;36,91;22/01/2015;47,13;22/01/2015;24,05;22/01/2015;73,48;22/01/2015;159,57;22/01/2015;28,10;22/01/2015;19,96;22/01/2015;28,29;22/01/2015;70,95;22/01/2015;43,11;22/01/2015;141,27;22/01/2015;24,62;22/01/2015;49,36;22/01/2015;36,82;26/01/2015;333,84;22/01/2015;47,96;22/01/2015;71,91;22/01/2015;41,37;22/01/2015;38,96;22/01/2015;88,79;22/01/2015;23,27;22/01/2015;79,99;22/01/2015;47,82
23/01/2015;4278,14;01/02/2016;33,50;23/01/2015;73,36;23/01/2015;15,62;23/01/2015;28,21;23/01/2015;36,45;23/01/2015;47,18;23/01/2015;23,89;23/01/2015;74,06;23/01/2015;159,81;23/01/2015;28,25;23/01/2015;19,95;23/01/2015;28,16;23/01/2015;65,24;23/01/2015;43,03;23/01/2015;142,05;23/01/2015;24,11;23/01/2015;49,79;23/01/2015;37,03;27/01/2015;329,65;23/01/2015;48,38;23/01/2015;72,18;23/01/2015;44,11;23/01/2015;39,28;23/01/2015;89,42;23/01/2015;23,26;23/01/2015;80,06;23/01/2015;48,55
26/01/2015;4275,72;02/02/2016;32,39;26/01/2015;72,86;26/01/2015;15,48;26/01/2015;27,97;26/01/2015;35,81;26/01/2015;47,01;26/01/2015;23,59;26/01/2015;72,74;26/01/2015;159,73;26/01/2015;28,28;26/01/2015;19,99;26/01/2015;28,35;26/01/2015;65,44;26/01/2015;43,47;26/01/2015;142,91;26/01/2015;24,24;26/01/2015;49,48;26/01/2015;37,16;28/01/2015;323,47;26/01/2015;48,18;26/01/2015;72,61;26/01/2015;44,06;26/01/2015;38,99;26/01/2015;89,36;26/01/2015;23,40;26/01/2015;80,03;26/01/2015;48,54
27/01/2015;4165,50;03/02/2016;32,36;27/01/2015;72,82;27/01/2015;15,34;27/01/2015;26,90;27/01/2015;34,19;27/01/2015;42,66;27/01/2015;23,02;27/01/2015;71,46;27/01/2015;158,89;27/01/2015;27,29;27/01/2015;19,97;27/01/2015;28,18;27/01/2015;63,34;27/01/2015;42,75;27/01/2015;140,99;27/01/2015;23,57;27/01/2015;48,41;27/01/2015;36,62;29/01/2015;325,38;27/01/2015;47,67;27/01/2015;71,77;27/01/2015;44,17;27/01/2015;39,45;27/01/2015;88,45;27/01/2015;22,90;27/01/2015;79,19;27/01/2015;47,86
28/01/2015;4140,38;04/02/2016;32,09;28/01/2015;71,25;28/01/2015;15,20;28/01/2015;26,81;28/01/2015;33,78;28/01/2015;41,19;28/01/2015;22,66;28/01/2015;70,25;28/01/2015;154,64;28/01/2015;28,83;28/01/2015;19,59;28/01/2015;27,30;28/01/2015;62,76;28/01/2015;42,29;28/01/2015;139,62;28/01/2015;23,38;28/01/2015;54,61;28/01/2015;36,42;30/01/2015;358,46;28/01/2015;46,88;28/01/2015;70,99;28/01/2015;43,78;28/01/2015;38,77;28/01/2015;87,50;28/01/2015;22,86;28/01/2015;77,08;28/01/2015;47,13
